title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Santa Claus Is Coming To Town,pop,Peggy Lee,1960,875,{},"Big, fat Santa's on his way
Big, fat Santa's on his way
Big, fat Santa's on his way tonight

You better watch out, you better not cry
You better not pout, I'm telling you why
Santa Claus is coming to town
(Big, fat Santa's on his way)

He's making a list, he's checking it twice
He's gonna find out who's naughty and nice
Santa Claus is coming to town
(Big, fat Santa's on his way)

He sees you when you're sleeping
(He is coming, he is coming)
He knows when you're awake
(He is coming, he is coming)

He knows when you've been bad or good
(He is coming, he is coming)
So be good for goodness sake
You better watch out, you better not cry
You better not pout, I'm telling you why
Santa Claus is coming to town
(Big, fat Santa's on his way, big, fat Santa's on his way
Big, fat Santa's on his way tonight)

The kids in girl and boy land will have a jubilee
They're gonna build a toy land
All around the Christmas tree

So, you better watch out, you better not cry
You better not pout, I'm telling you why
Santa Claus is coming

Big, fat Santa's on his way
Big, fat Santa's on his way
Big, fat Santa's on his way tonight",1735620,en,en,en
Song of the Bandit,country,Marty Robbins,1960,868,{},"Long long ago in old Wyoming lived a maid
Fair as the sweetest flower bloomin' in the shade
She loved a bandit bold who roamed the prairie o'er
And every night she'd listen for his call
Then far the west his voice came ringing ridin' wild horse he came singing
Hee li oli yip ioli ay
Hee li oli yip ioli yip ay oli ya he brings a token of his love
Swift as the wind he goes for high as the hills he knows she's waiting
For his hee li oli yip ioli ay

One day he rode away but never to return
Danger was waitin' now his love must never yearn
Long days and lonely nights she waited all in vain
Till winter passed and summer came again
Still every night when the moon came shining for his song her heart was pining
Hee li oli yip ioli ay
Hee li oli yip ioli...

One night an angel brought a message from her love
Told her he waited in the starry sky above
Softly she closed her eyes and bade the angel go
And then the whole world echoed to his song
For straight down a moonbeam he came ridin' out of the sky on a winged horse glidin' Hee li oli yip ioli ay
Hee li oli yip ioli...
Hee li oli yip ioli ay hee li oli yip ioli ay singin' hee li oli yip ioli ay",1481277,en,en,en
The Lady Is A Tramp,pop,Buddy Greco,1960,868,{},"That's why, that's why the lady
That's why, that's why the lady
That's why, that's why the lady is a tramp, tramp

She gets too hungry for dinner at eight
Hates the theater but never comes late
She never bothers with the people she hates
That's why, that's why the lady is a tramp

Don't go to crap games with barons or earls
Won't go to Harlem in ermines and pearls
She won't dish the dirt with the rest of the girls
That's why, that's why the lady is a tramp

She likes the free, fresh wind in her hair
Life without care, she's broke and that's okay
Hates California, so smarty and damp
That's why the lady is a tramp now

She gets massages, she cries and she moans
Tells Slenderella, just to leave her alone
She's not so hot but her shape is her own
That's why, that's why the lady is a tramp
The food at Sardi's is great no doubt
But she doesn't know what motels are about
She puts in a dime and some ice comes out
That's why the lady is a tramp

She loves the free, fresh wind in her face
Diamonds and lace, no God, so what?
For Rod Steiger, she whistles and stamps
That's why the lady is a tramp now

She don't know the reason for cocktails at five
She don't like fly-'em-up but I'm glad I'm alive
I crave affection baby but not when I drive
That's why, the lady is a tramp now

She flew down to London and left me behind
I missed the crowning but I didn't mind
She won't play ""Scarlet"" and ""Gone With The Wind""
(It's got to rhyme)
That's why the lady is a tramp now

I like to hang her hat wherever I please
And fly with a breeze and no dough, hi ho
She thinks that Marciano was still a great, big champ
That's why the lady is a tramp now
She goes down to Coney and she thinks the beach is divine
She goes to the ballgames and thinks the Yankees are fine
Why she reads Walther Winchell and understands every line
That's why the lady is a tramp now

She likes to go rowing down Central Park lake
She digs a price fight that isn't a fake
Why she even goes to the opera and stays wide awake
That's why the lady is a tramp now

I like the green grass under my shoes
Now what can I lose? She's flat and that's that
She's all alone when I lower my lamp
That's why the lady, that's why the lady
That's why the lady is a tramp",1657319,en,en,en
Mean to Me,pop,Dean Martin,1960,867,{},"You're mean to me
Why must you be mean to me
Gee, honey it seems to me
You love to see me crying

I stay home Each night when you
Say you'll phone, you don't and I'm left alone
Singing the blues and crying

You treat me coldly
Each day in the year
You always scold me
Whenever some body is near, dear

It must be, great fun to be
Mean to me. You shouldn't for can't you see
What you mean, to me",1386591,en,en,en
Lets Go Lets Go Lets Go,rb,Hank Ballard & the Midnighters,1960,866,{},"Let's Go, Let's Go, Let's Go 2: 24 Trk 12
(Hank Ballard)
Hank Ballard And The Midnighters
Sonny Wood, Henry Booth
Charles Sutton & Alonzo Tucker
Pop Chart #6 Year: Sept. 19, 1960
King Federal Records single 5400
Album: Hank Ballard & The Midnighters 1953 -1962

(guitar)

There's a thrill upon the hill
Let's go, let's a-go, let's go
There's a thrill upon the hill
Let's go, let's a-go, let's go

There's a house honey, way across town
People coming from miles around
Put on your pretty red dress
Let's go see about this mess
That's it, baby let's git
And go way far upon the hill
We're gonna have a whole lotta fun
We gonna greet the risin' sun
All night long we gonna ball
Until we hear yo mama call
That's it, baby let's git
And go way far upon the hill

There's a thrill upon the hill
Let's go, let's a-go, let's go
There's a thrill upon the hill
Let's go, let's a-go, let's go

Let's go!

(sax & instrumental)

Eee-yeah!
Everybody's gonna be there
My friends and yours from everywhere
Oh, what a time it's gonna be!
Come on baby, let's go see
That's it, baby let's git
And go way far upon the hill

There's a thrill upon the hill
Let's go, let's a-go, let's go
There's a thrill upon the hill
A-let's go, let's a-go, let's go

Fades-

~",839856,en,en,en
Im A Fool To Care,pop,Les Paul & Mary Ford,1960,863,{},"[Verse 1]
I'm a fool to care when you treat me this way
I know I love you but what can I do
I'm a fool to care

[Verse 2]
I'm a fool to cry when you tell me goodbye
You left me so blue when you were untrue
I'm a fool to care

[Bridge]
I know I should laugh and call it a day
But I know I would cry if you went away

[Verse 3]
I'm a fool to care when you don't care for me
So why should I pretend I'll lose in the end
I'm a fool to care

[Guitar solo - Les Paul]
[Verse 3]
I'm a fool to care when you don't care for me
So why should I pretend I'll lose in the end
I'm a fool to care",879737,en,en,en
Hark The Herald Angels Sing,pop,"Nat ""King"" Cole",1960,861,"{""Nat \\\""King\\\"" Cole""}","[Verse 1]
Hark, the herald angels sing
""Glory to the new born King
Peace on earth and mercy mild
God and sinners reconciled""
Joyful all ye nations rise
Join the triumph of the skies
With the angelic host proclaim
""Christ is born in Bethlehem""
Hark, the herald angels sing
""Glory to the new born King""

[Verse 2]
Hail the Heaven born, Prince of Peace
Hail the Son of Righteousness
Light and life to all He brings
Risen with healing in His wings
Mild He lays His glory by
Born that man no more may die
Born to raise the sons of earth
Born to give them second birth
Hark, the herald angels sing
""Glory to the new born King""",2121523,en,en,en
Spring Will Be a Little Late This Year,pop,Ella Fitzgerald,1960,860,{},"Spring will be a little late this year
A little late arriving in my lonely world over here
For you have left me and where is our April of old?
You have left me and winter continues cold

As if to say spring will be a little slow to start
A little slow reviving that music it made in my heart
Yes, time heals all things so I needn't cling to this fear
It's merely that spring will be a little late this year

Spring will be a little late this year
A little slow reviving that music it made in my heart
Yes, time heals all things so I needn't cling to this fear
It's merely that spring will be a little late, a little late this year",1613291,en,en,en
The Story of My Love,pop,Paul Anka,1960,859,{},"I'm just a boy who's so in love
I've got a girl from up above
She's fine, she's mine
Ooh, ooh, ooh
That's the story of my love
That's the story of my love

Nobody loves her the way I do
She has made my dreams come true
I won't forget the day we met
Ooh, ooh, ooh
That's the story of my love
That's the story of my love

Her eyes are as warm as the sun above
Her lips they are always wanting my love;
I'll always love her, yes I'll always try
For her, for her I'd even die

For her, for her I'd do anything
That is why my heart sings
I won't forget the day we met
Ooh, ooh, ooh
That's the story of my love
That's the story of my love
Her eyes are as warm as the sun above
Her lips they are always wanting my love
I'll always love her, yes I'll always try
For her, for her I'd even die

For her, for her I'd do anything
That is why my heart sings
I won't forget the day we met
Ooh, ooh, ooh

That's the story of my love
That's the story of my love
That's the story of my own
That's the story of my love",810552,en,en,en
Hush Somebody’s Calling My Name,pop,Bobby Darin,1960,859,{},"Hush, I say hush Somebody's calling my name
Whoa-o-o, won't you hush

Somebody's calling my name

If it's the girl I've been searching for
I'll tell the world I won't-a search no more Now, whoa-ho
Hush, hush

Whoa-ho hush, hush
Whoa-ho hush, hush
Somebody's calling my name

Well, talk to my mother wouldn't do me no good talk to my
Brother wouldn't do me no good

I talked to the gypsy and she said, Rejoice
You'll know your lover by the sound of his voice

So hush, I say hush
Somebody's calling my name
Whoa now listen, won't you hush
Somebody's calling my name
I see my baby up on a hill
I love her now and I always will
So whoa-ho hush, hush
Whoa-ho hush, hush
Whoa-ho hush, hush
Somebody's calling my name, yeah

Somebody's calling my name, yeah
Somebody's calling my name, yeah
Somebody's calling my name",994628,en,en,en
Cold Cold Feeling,rock,T-Bone Walker,1960,850,{},"I got a cold, cold feeling
Seems like ice all around my heart
I got a cold, cold feeling
Seems like ice all around my heart
You know I'm gonna quit somebody
Every time that feelin' start
You treat me like a prisoner
Because my hands are tied
Everything you do to me
It's tucking up inside
It's a cold, cold feeling
Seems like ice all around my heart
You know I'm gonna quit somebody
Every time that feelin' start
There's a change in me baby
Once I was blind but now I see
There's a change in me baby
Once I was blind but now I see
I'm gonna put down everybody
That ever made a fool of me
1959 Imperial Records",2001669,en,en,en
So How Come No One Loves Me,pop,The Everly Brothers,1960,847,"{""​The Everly Brothers""}","They say that everyone needs someone
So how come no one needs me?

And they say that everyone wants someone
So how come no one wants me?

If you wonder who the loneliest creatures in the world can be
They're the Ugly Duckling, the Little Black Sheep, and me, uh-huh

They say that everyone loves someone
So how come no one loves me?

If you wonder who the loneliest creatures in the world can be
They're the Ugly Duckling, the Little Black Sheep, and me, uh-huh

They say that everyone loves someone
So how come no one loves me?
So how come no one loves me?
So how come no one loves me?",1056474,en,en,en
The Story of Bo Diddley,pop,Bo Diddley,1960,844,{},"I was born one night about twelve o'clock [ha ha ha]
I come in this world playin a gold guitar
My papa walk around stickin' out his chest [he he]
Oh Mama, this boy, he gonna be a mess [yeah]

Now people came from miles around
Just see here my little guitar sound
Now some of 'em said I had what it takes
If I keep on practice, I'd be famous one day
Woo, I'm a myth, I'm a killa dilla

Early in the middle of the night
A car drove up with four headlights
Now man stepped out with a long cigar
He said, ""Sign this line, I can make you a star""
I said, ""What's in it, man? What's in it for me?""
He said, ""Play you guitar, son, and wait and see""

Here I am
Girls like me
They say it's crazy
So nice
My first engagement was in Chicago
I played for some people I'd never seen before
It was good to 'em!
They liked it
How nice
Ha ha ha
Killer diller",2088526,en,en,en
The More I See You,pop,Sarah Vaughan,1960,842,{},"The more I see you, the more I want you
Somehow this feeling just grows and grows
With every sigh I become more mad about you
More lost without you and so it goes

Can you imagine how much I love you?
The more I see you as years go by
I know the only one for me can only be you
My arms won't free you, my heart won't try

The more I see you, the more I want you
Somehow this feeling just grows and grows
With every sigh I become more mad about you
More lost without you and so it goes

Can you imagine how much I love you?
The more I see you as years go by
I know the only one for me can only be you
My arms won't free you, my heart won't try
Can you imagine how much I love you?",1034535,en,en,en
Deep River,rock,Sam Cooke,1960,841,{},"Deep river, my home is over Jordan
Deep river, Lord,  I want to cross over into campground

Oh, don’t you want to go to that gospel feast
That promised land where all is peace

Deep River, Lord,I want to cross over into campground
Into campground",226078,en,en,en
I Love You More,pop,Jim Reeves,1960,835,{},"(I love you more, love you more)
(Love you more, love you more)

I love you more than every wave that breaks upon
Some far and distant lonely island shore
I love you more than every drop of rain that falls
With every drop that falls I love you more

At night I watch the moon on high
And count the stars up in the sky
For every star that shines tonight
My love for you is just as bright

I love you more
Forever I'll be true to you
I know you'll always love me true
Forever more

--- Instrumental ---

At night I watch the moon on high
And count the stars up in the sky
For every star that shines tonight
My love for you is just as bright
I love you more
Forever I'll be true to you
I know you'll always love me true
Forever more...",1307930,en,en,en
Forbidden Fruit,pop,Oscar Brown Jr.,1960,831,{},"Forbidden fruit
Eve and Adam had a garden everything was great
Until one day a boy says ""Pardon Miss my name is Snake
See that apple over yonder if you'll take a bite
You and Adam both are bound to have some fun tonight""
Go on and eat forbidden fruit
It's quite a treat forbidden fruit
It's mighty sweet treat forbidden fruit
Go ahead and taste it, you don't wanna waste it
The Lord had said in the beginning, ""Everything is free
'Cept that apple that leads to sinning so let that apple be""
But Eve got tempted so she tried it and as chicks can do
Teaser her man till he decided he'd just try some too
Go on and eat forbidden fruit
It's mighty sweet forbidden fruit
It's quite a treat forbidden fruit
Go ahead and bite it, I bet you'd be delighted
I hate to tell you all what followed the Lord was most upset
Saw them making love and hollered, ""What have you to add""
And when they made a full confession the Lord said ""Well I see
I'll just have to teach you a lesson about not minding me""
Go on and eat forbidden fruit
It's quite a treat forbidden fruit
It's mighty sweet forbidden fruit
You're all indebted now you gonna get it
The Lord made Eve be Adam's madam have his kids and all
Placed some labor laws on Adam and he made the snake to fall
Ever since the days of Eden this world's been sinful my
Nowadays they're even eating apples in their pie
Go on and eat forbidden fruit
It's mighty sweet forbidden fruit
It's quite a treat forbidden fruit
Go ahead and taste it, you don't wanna waste it
Oh, go ahead and bite it, I bet you'd be delighted
You're all indebted now you gonna get it
Forbidden fruit
Forbidden fruit
Forbidden fruit
Forbidden fruit",1188104,en,en,en
Im Gonna Kill That Woman,pop,John Lee Hooker,1960,827,{},"Yeah, my baby left me this morning
And I don't care now, I don't care what the people say

Yeah, I did everything that I could, everything I could
Lord knows I did not leave her
I tried to satisfy her worried mind, that's what I did

You know she was nothing but trouble, trouble
She keep me worried all the time
God knows her movements are killing me

Yeah, my baby stayed out all night long, all night long
She keep me worried all the time

Yeah, I lay down last night I was thinking
Must I kill that woman? Must I kill that woman?
Oh Lord I get down on my knees
They tell me God forgivin' everything you do
But I don't care what the people say
I'm gonna kill that woman
I'm gonna kill that woman, God knows
I'm gonna get down on my knees",1033600,en,en,en
Whats She Really Like,pop,Elvis Presley,1960,825,{},"[Verse]
What's she really like
The girl that you see me with
What's she really like
The one I'm so dreamy with
Well, let me tell you she's wonderful
She's marvelous and she's mine

Talk about her lips, her lips are so thrillable
I can't describe her kiss in words of one syllable
She's even more than adorable
And what's moreable she's all mine

[Bridge]
You're asking if she loves me
Well, you don't know the half
You're wondering if she'll leave me
Ha, ha, ha, don't make me laugh

[Chorus]
What's she really like
The girl I go on about
What's she really like
The one I'm so gone about
All I can say, she's wonderful
She's marvelous and she's mine
[Bridge]
You're asking if she loves me
Well, you don't know the half
You're wondering if she'll leave me
Ha, ha, ha, don't make me laugh

[Chorus]
What's she really like
The girl I go on about
What's she really like
The one I'm so gone about
All I can say, she's wonderful
She's marvelous and she's mine

[Outro]
Adorable and she's mine
Marvelous and she's mine
Wonderful and she's mine",197135,en,en,en
Transfusion Blues,country,Johnny Cash,1960,824,{},"[Verse]
Early one morning while making the rounds
Took a transfusion and I shot my woman down
Went right home and I went to bed
I stuck that loving 44 beneath my head

Got up next morning and I grabbed that gun
Took a transfusion and away I run
Made a good run, but I run too slow
They overtook me down in Juarez, Mexico

Laid in the hot joint, taking the pill
In walked the sheriff from Jericho Hill
He said, ""Willy Lee, your name is not Jack Brown
You're the dirty heck that shot your woman down""

Said, ""Yes, oh yes, my name is Willy Lee
If you've got a warrant, just read it to me""
Shot her down because she made me slow
I thought I was her daddy, but she had five more
When I was arrested, I was dressed in black
Put me on a train and they took me back
Had no friends for to go my bail
They slapped my dried-up carcass in that county jail

Into the courtroom, my trial began
Where I was handled by 12 honest men
Just before the jury started out
I saw that little judge commenced to look about

In about five minutes, in walked a man
Holding the verdict in his right hand
Verdict read ""in the first degree""
I hollered, ""Lordy, Lordy, have mercy on me!""

The judge he smiled as he picked up his pen
Ninety-nine years in the San Quentin pen
Ninety-nine years underneath that ground
I can't forget the day I shot my woman down

Come all you gotta listen unto me
Lay off that liquor and let that transfusion be",321840,en,en,en
Tonight We Love,pop,Caterina Valente,1960,824,{},"[Verse]
Tonight we love while the moon
Beams down in dream light tonight
We touch the stars, love is ours
Night winds that sigh embrace the sky

[Chorus]
Tonight we love in the glow
That gleams so softly I know
This wasn't meant to borrow but tomorrow
Will it be gone, or will it always live on?
Tonight we love

[Outro]
Tonight we love in the glow
That gleams so softly I know
This wasn't meant to borrow but tomorrow
Will it be gone, or will it always live on?
Tonight we love",1759985,en,en,en
Youd Be So Nice to Come Home To,pop,Nina Simone,1960,821,{},"Cole Porter

You'd be so nice to come home to
You'd be so nice by the fire

While that breeze on night sings a lullaby
You'd be all my heart could desire
Under stars chilled by the winter
Under an August moon shining above

You'd be so nice you'd be paradise
To come home to and love",1226132,en,en,en
Dynamite,country,Brenda Lee,1960,819,{},"You're dynamite!
You're dynamite!

Dynamite! hey, baby when you kiss it's
Dynamite! hey, baby when you hug and hold me tight
I just explod like dynamite
If I might do all that things I'd love to do tonight
Then I would love you dear with all my might
Because you're dynamite

You do such big attraction chain reaction things to me
They ought make you wear sign of danger T.N.T

Love me right
Hey,baby let's make history tonight
The power of one hour of love's delight
Just knocks me out like dynamite

You do such big attraction chain reaction things to me
They ought make you wear sign of danger T.N.T
Love me right
Hey,baby let's make history tonight
The power of one hour of love's delight
Just knocks me out like dynamite",858570,en,en,en
Some Sweet Day,pop,The Everly Brothers,1960,816,"{""​The Everly Brothers""}","Some sweet day
Some sweet day
I’m gonna hold you like I want to
I’m gonna kiss you like want to
I’m gonna love you like I need to
Some sweet day

Some sweet day
You will say
That you have started dreamin’ of me
That you love no one else above me
I’ll find a way to make you love me
Some sweet day

I hope it won’t be long till I can take and make you my very own
‘Cause baby doll, I get so tired of wishin' and dreamin’ alone

Some sweet day
Some sweet day
You’ll get that twinkle in your eye love
You gonna look at me and sigh love
And then you’ll tell me that you’re my love
Some sweet day
I hope won’t be long till I can take and make you my very own
‘Cause baby doll, I get so tired of wishin' and dreamin’ alone

Some sweet day
Some sweet day
You’ll get that twinkle in your eye love
You gonna look at me sigh love
And then you’ll tell me that you’re my love
Some sweet day
Some sweet day
Some sweet day",1000570,en,en,en
Thats All You Gotta Do,country,Brenda Lee,1960,810,{},"Anytime you're feeling low
And you got no place to go
You don't have to be blue
Here's all you gotta do

Call me on the telephone
Tell me that you're all alone
And I'll come a runnin' to you
Baby thats all you gotta do

All you gotta do when you're lonesome
Is to call on me
And I'll come a runnin' to you
As a fast as I can

I'll love and squeeze you uh huh huh
I'll try to please you
Cause baby I want you to be my lovin' man

I've been waiting for the chance
Needing you to start a romance
And if you feel the same way too
Here's all you gotta do
Tell me just a how you feel
Tell me that your love is real
And I'll give my heart to you
Baby thats all you gotta do

All you gotta do when you're lonesome
Is to call on me
And I'll come a runnin' to you
As a fast as I can

I'll love and squeeze you uh huh huh
I'll try to please you
Cause baby I want you to be my lovin' man

I've been waiting for the chance
Needing you to start a romance
And if you feel the same way too
Here's all you gotta do

Tell me just a how you feel
Tell me that your love is real
And I'll give my heart to you
Baby thats all you gotta do",857233,en,en,en
Chickens,pop,Harry Belafonte,1960,805,{},"[Verse 1]
We had some chickens
No eggs would they lay
We had some chickens
No eggs would they lay
My wife said ""Honey
This isn't funny, we're losing money
Why don't the little chickens lay?""

[Bridge]
One day a rooster came into our yard
And caught those little chickens
Right off their guard, ha ha ha ha

[Outro]
They're laying eggs now just like they used to
Ever since that rooster came into our yard
They're laying eggs now just like they used to
Ever since that rooster came into our yard

Just a few months ago, I had the pleasure of going to a place in New York City called the Blue Angel. And there, I had the privilege of seeing and hearing one of the newest, one of the most refreshing groups I've heard in a long, long time. These young fellas are very young, as you will see in a moment. And their main concern at the moment is not getting hit recordings or, uh, trying to get work. Their main concern at the moment is trying to stay out of the United States Army, ha ha ha ha ha—a problem which I have long since not had to care about. However, for their first appearance at Carnegie Hall, it gives me great pleasure and the great privilige to share a program with the magnificent Chad Mitchell Trio",1633179,en,en,en
Puttin on the Ritz,pop,Judy Garland,1960,799,{},"Have you seen the well to do up and down Park Avenue?
On that famous thoroughfare with their noses in the air
High hats and arrowed collars, wide spats and fifteen dollars
Spending every dime for a wonderful time

If you're blue and you don' know where to go to
Why don't you go where fashion sits ? Putting on The Ritz
Different types who wear a day, co-pants with stripes
And cut away coat, perfect fits, putting on The Ritz

Dressed up like a million dollar trooper
Trying hard to look like Gary Cooper, super duper
Come, let's mix where rocker fellas walk with sticks
Or umbrellas in their mitts, putting on The Ritz

Spangled gowns upon a beauty of hand-me-downs
On clown and cutie, all misfits putting on The Ritz
Tips his hat just like an English chappie
To a lady with the wealthy happy, very snappy

You'll declare it's simply topping to be there
And hear them swapping smart tidbits
Putting on The Ritz, putting on The Ritz
Putting on The Ritz",1313172,en,en,en
Far Away Places,rb,Sam Cooke,1960,795,{},"[Verse 1]
Far away places with strange sounding names
Far away places over the sea
Those far away places with the strange sounding names
Are calling, calling me
Goin' to China, or maybe Siam
I wanna see for myself
Those far away places
I've been reading about
In a book that I took from a shelf

[Bridge]
I start getting restless whenever I hear
The whistle of a train
I pray for the day I can get underway
And look for those castles in Spain

[Verse 2]
They call me a dreamer
Well, maybe I am
But I know that I'm burning to see
Those for away places with the strange sounding names
Calling, calling me
[Outro]
Calling, calling me",218691,en,en,en
Too Young,rb,Sam Cooke,1960,795,{},"[Verse]
They try to tell us we're too young
Too young to really be in love
They say that love's a word
A word we've only heard
But can't begin to know the meaning of
And yet we're not too young to know
This love will last though years may go
And then some day they may recall
We were not too young at all

[Instrumental Break]

[Outro]
And then some day they may recall
We were not too young at all",218711,en,en,en
How Long Has This Been Going On?,pop,Judy Garland,1960,795,{},"How Long Has This Been Going On?
I could cry salty tears;
Where have I been all these years?
Listen you, tell me do:
How long has this been going on?
There were chills up my spine
And some thrills I can't define
Little one, tell me now:
How long has this been going on?
Dear, when in your arms I creep
That divine rendez-vous
Don't wake me, if I'm asleep
Let me dream that it's true!
Kiss me once, then once more
What a dunce I was before
What a break! For Heaven's sake!
How long has this been going on?
Oh, I wish that I could melt;
Into Heaven I'm hurled!
I know how Columbus felt
Finding another world
Kiss me once, then once more
What a dunce I was before
What a break! For Heaven's sake!
How long has this been going on?
How long ... has this been going ... on?",1174248,en,en,en
Afro Blue,pop,Oscar Brown Jr.,1960,794,{},"Dream of a land my soul is from
I hear a hand stroke on a drum
Shades of delight, cocoa hue
Rich as a night, Afro blue

Elegant boy, beautiful girl
Dancing for joy, delicate whirl
Shades of delight, cocoa hue
Rich as a night, Afro blue

Two young lovers are face to face
With undulating grace
They gently sway then slip away to some secluded place
Shades of delight, cocoa hue
Rich as a night, Afro blue

Whispering trees echo their sighs
Passionate pleas, tender replies
Shades of delight, cocoa hue
Rich as a night, Afro blue
Lovers on flight, upward they glide
Burst at the height, slowly subside
Shades of delight, cocoa hue
Rich as a night, Afro blue

And my slumbering fantasy
Assumes reality
Until it seems it's not a dream, the two are you and me
Shades of delight, cocoa hue
Rich as a night, Afro blue",4062182,en,en,en
I Will Be Home Again,rock,Elvis Presley,1960,782,{},"[Verse 1]
I will be home again
Don't worry, dear
I'll be home again
So won't you dry the tear?

The promise in your eyes
Will see me through
There'll be brighter skies
When I come back to you

[Chorus]
Ahh sweetheart, the love you're giving
Thrills my hungry heart
You make my life worth the living
Although we are apart

I will be home again
We'll start anew
Darling, until then
Our dreams will have to do
[Chorus]
Ahh sweetheart, the love you're giving
Thrills my hungry heart
You make my life worth the living
Although we are apart

I will be home again
We'll start anew
Darling, until then
Our dreams will have to do",197140,en,en,en
Good Morning Blues,pop,Ella Fitzgerald,1960,782,{},"Good morning blues, blues how do you do
Good morning blues, blues how do you do
Babe, I feel alright but I come to worry you

Baby, it's Christmas time and I wanna see Santa Claus
Baby, it's Christmas time and I wanna see Santa Claus
Don't show me my pretty baby, I'll break all of the laws

Santa Claus, Santa Claus, listen to my plea
Santa Claus, Santa Claus, listen to my plea
Don't send me nothing for Christmas but my baby back to me",1590208,en,en,en
Seasons of My Heart,country,Johnny Cash,1960,779,{},"[Verse]
The seasons come, the seasons go
We get a little sunshine, rain, and snow
Just the way that it was planned to be
But there's no season in my heart
While I play the leading part
'Cause the flowers will bloom eternally

[Chorus]
Your leaving will bring autumn sorrow
And my tears like withered leaves will fall
But spring could bring some glad tomorrow
And, darling, we could be happy after all

[Verse]
As it is in nature's plan
No season get the upper hand
How I try to keep this fact in mind
The trees are bare the cold wind blows
And by experience we should know
Winter comes but the spring is close behind
[Chorus]
Your leaving will bring autumn sorrow
And my tears like withered leaves will fall
But spring could bring some glad tomorrow
And, darling, we could be happy after all",321788,en,en,en
Lazy River,pop,Bobby Darin,1960,777,{},"Up a lazy river by the old mill stream
Lazy river in the noon day sun
Linger awhile in the shade of a tree
Throw away your troubles, dream with me

Up a lazy river where the robin's song
Wakes the mornin', we roll along
Make me blue skies above
Everyone's in love
Up a lazy river, how happy we'll be
Up a lazy river with me

Up a lazy river by the old mill run
That's a lazy, lazy river in the noonday sun
You can linger for a while in the shade of a tree
Throw!, away your troubles, baby, dream a dream of me

Up a lazy river, where the robin's song
Wakes a brand new mornin' where we can roll along
There may be blue skies up above
But as long as we're in love
Yah, we'll be up a lazy river, how happy we could be
Up a lazy river with me
(we're half way home)

Yeah, up a lazy river where the robin's song
Awakes a brand new mornin', we can roll along
A-a-a, threre are blue skies up above
And as long as we're in love
We'll be up a lazy river
Up a crazy river
Up a lazy river
I ain't goin' your way
Get out'a my way
Up a lazy river with me...",1329292,en,en,en
That’s Heaven to Me,rb,Sam Cooke,1960,775,{},"The things that I see
As I walk along the streets
That's heaven to me

A little flower that blooms in May
A lovely sunset at the end of a day
Someone helping a stranger along the way
(That's heaven to me)
That's heaven to me

The feeling I have when I hear a touching prayer
It makes me know, the Lord is somewhere
Even the birds flying around in the air
(That's heaven to me)
That's heaven to me, no

It doesn't have to be a miracle
In order for me to see, I know
The goodness of my, my Savior
Is everywhere to me, woah, woah, woah
Even the children playing in the street
Sing a friendly hello to everyone that they meet
Even the leaves blowing out, blowing out
Blowing out, blowing out on the tree
(That's heaven to me)
That's heaven to me, woah, woah

Woah woah, woah woah, woah Lord",218794,en,en,en
I’ve Got No Use for the Women,country,Marty Robbins,1960,775,{},"I've got no use for the women a true one may seldom be found
They'll use a man for his money when its gone they'll turn him down
They're all alike at the bottom selfish and grasping for all
They'll stay by a man when he's winning and laugh in his face when he falls
My pal was an honest young puncher honest and upright and true
Till he turned to a gunshooting gambler on account of a girl named Lou
They fell in with evil companions the kind they are better off dead
When a gambler insulted her picture he filled him full of lead
All through the long night they trailed him through mesquite and thick chaparral
I couldn't help think of that woman as I saw him pitch and fall
If she'd been the pal that she should have he might have been rising a son
Instead of out there in the prairie to die by a ranger's gun
Death's sharp sting did not trouble his chances for life were too slim
Where they were putting his body was all that worried him
He lifted his head on his elbow the blood from his wound flowed red
He gazed at his friends gathered round him he looked up at them and he said
Bury me out on the prairie where the coyotes can howl o'er my grave
Bury me out on the prairie but from them my bones please save
Wrap me up in a blanket bury me deep in the ground
Cover me over the boulders of granite big and round
We buried him on the prairie where the coyotes can howl o'er his grave
His soul is now aresting from the unkind cut she gave
And many another young puncher as he rides past the pile of stones
Recalls some similar woman and think of his moldering bones",1724905,en,en,en
The Lady in Red,pop,Louis Prima,1960,772,{},"Oh the lady in red is as fresh as a daisy when the town is in bed
Dancing and dining and shining with originality
She's very proper
She's nothing more than a pal
Oh me and oh my
You'll never stop her
She'll be a dangerous gal
If she ever met the right guy

Oh the lady in red
The fellas are crazy for the lady in red
She's a bit gaudy but lord what a pretty personality

Say have you ever met the girl who's the toast of the town
A work of art without a question
You better write her number down, you fools",1755445,en,en,en
